Service,Team,Realm,Date,Rollout Success,Success
easyclass-backend,Unassigned,Unassigned,02-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,02-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,05-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,09-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,09-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,12-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,12-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,12-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,16-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,19-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,19-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,23-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,25-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,26-06-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,03-07-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,10-07-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,20-07-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,27-07-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,03-08-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,10-08-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,19-08-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,21-08-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,25-08-2026,TRUE,Success
easyclass-backend,Unassigned,Unassigned,31-08-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,25-01-2024,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,01-07-2024,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,15-07-2024,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,18-07-2024,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,19-07-2024,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,14-05-2025,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,23-07-2025,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,23-07-2025,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,26-08-2025,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,05-02-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,05-02-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,09-02-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,13-02-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,17-02-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,26-02-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,12-05-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,18-08-2026,TRUE,Success
easyclass-frontend,Unassigned,Unassigned,18-08-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,19-06-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,26-06-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,01-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,01-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,02-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,06-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,06-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,06-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,09-07-2026,TRUE,Success
egym-ai-toolkit,Unassigned,Unassigned,14-07-2026,TRUE,Success
egym-debugger,Unassigned,Unassigned,29-02-2024,TRUE,Success
egym-debugger,Unassigned,Unassigned,19-04-2024,TRUE,Success
egym-debugger,Unassigned,Unassigned,09-07-2024,TRUE,Success
egym-debugger,Unassigned,Unassigned,07-11-2024,TRUE,Success
egym-debugger,Unassigned,Unassigned,13-05-2025,TRUE,Success
egym-debugger,Unassigned,Unassigned,17-09-2025,TRUE,Success
egym-debugger,Unassigned,Unassigned,29-09-2025,TRUE,Success
egym-debugger,Unassigned,Unassigned,08-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,23-09-2024,TRUE,Success
egym-link,Unassigned,Unassigned,23-09-2024,TRUE,Success
egym-link,Unassigned,Unassigned,23-09-2024,TRUE,Success
egym-link,Unassigned,Unassigned,25-09-2024,TRUE,Success
egym-link,Unassigned,Unassigned,27-09-2024,TRUE,Success
egym-link,Unassigned,Unassigned,07-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,07-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,07-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,18-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,21-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,22-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,24-10-2024,TRUE,Success
egym-link,Unassigned,Unassigned,04-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,04-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,08-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,13-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,14-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,14-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,25-11-2024,TRUE,Success
egym-link,Unassigned,Unassigned,04-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,09-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,09-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,09-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,10-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,17-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,17-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,19-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,20-12-2024,TRUE,Success
egym-link,Unassigned,Unassigned,06-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,10-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,13-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,30-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,31-01-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-02-2025,TRUE,Success
egym-link,Unassigned,Unassigned,14-02-2025,TRUE,Success
egym-link,Unassigned,Unassigned,14-02-2025,TRUE,Success
egym-link,Unassigned,Unassigned,14-02-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-02-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-02-2025,TRUE,Success
egym-link,Unassigned,Unassigned,03-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,08-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,17-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,17-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,19-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,25-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,28-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,31-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,31-03-2025,TRUE,Success
egym-link,Unassigned,Unassigned,03-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,14-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,25-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-04-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,19-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,21-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,25-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,25-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,26-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,26-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,26-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,27-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,27-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-05-2025,TRUE,Success
egym-link,Unassigned,Unassigned,03-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,09-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,10-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,16-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,17-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,17-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,17-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,20-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,27-06-2025,TRUE,Success
egym-link,Unassigned,Unassigned,07-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,08-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,21-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,22-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,28-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,28-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,28-07-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,07-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,13-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,18-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,26-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-08-2025,TRUE,Success
egym-link,Unassigned,Unassigned,01-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,02-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,03-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,04-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,10-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,22-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,23-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,30-09-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,06-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,13-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,20-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,23-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,27-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-10-2025,TRUE,Success
egym-link,Unassigned,Unassigned,03-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,03-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,10-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,13-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,17-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,24-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,27-11-2025,TRUE,Success
egym-link,Unassigned,Unassigned,08-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,11-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,12-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,15-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,22-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,29-12-2025,TRUE,Success
egym-link,Unassigned,Unassigned,05-01-2026,TRUE,Success
egym-link,Unassigned,Unassigned,19-01-2026,TRUE,Success
egym-link,Unassigned,Unassigned,26-01-2026,TRUE,Success
egym-link,Unassigned,Unassigned,02-02-2026,TRUE,Success
egym-link,Unassigned,Unassigned,10-02-2026,TRUE,Success
egym-link,Unassigned,Unassigned,16-02-2026,TRUE,Success
egym-link,Unassigned,Unassigned,17-02-2026,TRUE,Success
egym-link,Unassigned,Unassigned,17-02-2026,TRUE,Success
egym-link,Unassigned,Unassigned,23-02-2026,TRUE,Success
egym-link,Unassigned,Unassigned,02-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,05-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,16-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,16-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,17-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,19-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,30-03-2026,TRUE,Success
egym-link,Unassigned,Unassigned,06-04-2026,TRUE,Success
egym-link,Unassigned,Unassigned,09-04-2026,TRUE,Success
egym-link,Unassigned,Unassigned,14-04-2026,TRUE,Success
egym-link,Unassigned,Unassigned,20-04-2026,TRUE,Success
egym-link,Unassigned,Unassigned,27-04-2026,TRUE,Success
egym-link,Unassigned,Unassigned,04-05-2026,TRUE,Success
egym-link,Unassigned,Unassigned,04-05-2026,TRUE,Success
egym-link,Unassigned,Unassigned,11-05-2026,TRUE,Success
egym-link,Unassigned,Unassigned,18-05-2026,TRUE,Success
egym-link,Unassigned,Unassigned,25-05-2026,TRUE,Success
egym-link,Unassigned,Unassigned,25-05-2026,TRUE,Success
egym-link,Unassigned,Unassigned,02-06-2026,TRUE,Success
egym-link,Unassigned,Unassigned,08-06-2026,TRUE,Success
egym-link,Unassigned,Unassigned,15-06-2026,TRUE,Success
egym-link,Unassigned,Unassigned,22-06-2026,TRUE,Success
egym-link,Unassigned,Unassigned,30-06-2026,TRUE,Success
egym-link,Unassigned,Unassigned,06-07-2026,TRUE,Success
egym-link,Unassigned,Unassigned,17-07-2026,TRUE,Success
egym-link,Unassigned,Unassigned,04-08-2026,TRUE,Success
egym-link,Unassigned,Unassigned,11-08-2026,TRUE,Success
egym-link,Unassigned,Unassigned,19-08-2026,TRUE,Success
egym-link,Unassigned,Unassigned,25-08-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,09-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,27-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,30-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,31-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,31-01-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,18-02-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,11-04-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,06-05-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,20-05-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,02-07-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,22-07-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,15-09-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,19-11-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,27-11-2025,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,02-01-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,02-01-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,16-01-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,09-02-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,17-02-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,17-02-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,19-02-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,24-07-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,29-07-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,06-08-2026,TRUE,Success
egym-products-adm-int,Digital-Operations,Core,06-08-2026,TRUE,Success
egym-products,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products,Digital-Operations,Core,16-01-2025,TRUE,Success
egym-products,Digital-Operations,Core,17-01-2025,TRUE,Success
egym-products,Digital-Operations,Core,27-01-2025,TRUE,Success
egym-products,Digital-Operations,Core,30-01-2025,TRUE,Success
egym-products,Digital-Operations,Core,31-01-2025,TRUE,Success
egym-products,Digital-Operations,Core,04-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,04-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,04-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,04-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,07-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,13-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,17-02-2025,TRUE,Success
egym-products,Digital-Operations,Core,11-04-2025,TRUE,Success
egym-products,Digital-Operations,Core,25-04-2025,TRUE,Success
egym-products,Digital-Operations,Core,25-06-2025,TRUE,Success
egym-products,Digital-Operations,Core,25-06-2025,TRUE,Success
egym-products,Digital-Operations,Core,01-07-2025,TRUE,Success
egym-products,Digital-Operations,Core,22-07-2025,TRUE,Success
egym-products,Digital-Operations,Core,31-07-2025,TRUE,Success
egym-products,Digital-Operations,Core,06-08-2025,TRUE,Success
egym-products,Digital-Operations,Core,17-02-2026,TRUE,Success
egym-products,Digital-Operations,Core,19-02-2026,TRUE,Success
